,Temperature (C),Humidity,Wind Speed (km/h)
2025-06-26 17:00:00,11.675211061796972,0.7364585802105328,10.827066924730993
2025-06-26 18:00:00,11.675967081540282,0.73645391758313,10.827011385638926
2025-06-26 19:00:00,11.676720999741397,0.7364492679166258,10.826956000932421
2025-06-26 20:00:00,11.677472822243228,0.7364446311749505,10.826900770182794
2025-06-26 21:00:00,11.678222554872274,0.7364400073221411,10.826845692962426
2025-06-26 22:00:00,11.678970203438597,0.7364353963223429,10.826790768844734
2025-06-26 23:00:00,11.679715773735824,0.7364307981398113,10.826735997404171
2025-06-27 00:00:00,11.680459271541174,0.7364262127389121,10.82668137821622
2025-06-27 01:00:00,11.681200702615508,0.736421640084121,10.82662691085741
2025-06-27 02:00:00,11.681940072703387,0.7364170801400226,10.826572594905334
2025-06-27 03:00:00,11.682677387533177,0.7364125328713083,10.826518429938679
2025-06-27 04:00:00,11.683412652817136,0.7364079982427739,10.826464415537256
2025-06-27 05:00:00,11.684145874251538,0.7364034762193173,10.826410551282041
2025-06-27 06:00:00,11.684877057516788,0.7363989667659349,10.8263568367552
2025-06-27 07:00:00,11.685606208277534,0.7363944698477191,10.826303271540125
2025-06-27 08:00:00,11.68633333218279,0.7363899854298552,10.826249855221452
2025-06-27 09:00:00,11.687058434866021,0.7363855134776199,10.826196587385077
2025-06-27 10:00:00,11.687781521945242,0.7363810539563788,10.826143467618168
2025-06-27 11:00:00,11.688502599023076,0.7363766068315851,10.826090495509163
2025-06-27 12:00:00,11.68922167168681,0.7363721720687801,10.826037670647748
2025-06-27 13:00:00,11.689938745508426,0.7363677496335924,10.825984992624852
2025-06-27 14:00:00,11.690653826044619,0.7363633394917389,10.825932461032613
2025-06-27 15:00:00,11.691366918836799,0.7363589416090262,10.825880075464353
2025-06-27 16:00:00,11.692078029411084,0.7363545559513516,10.825827835514545
2025-06-27 17:00:00,11.692787163278284,0.7363501824847056,10.825775740778779
2025-06-27 18:00:00,11.693494325933893,0.7363458211751732,10.825723790853738
2025-06-27 19:00:00,11.694199522858069,0.7363414719889357,10.825671985337161
2025-06-27 20:00:00,11.694902759515635,0.7363371348922724,10.825620323827836
2025-06-27 21:00:00,11.69560404135608,0.736332809851561,10.825568805925572
2025-06-27 22:00:00,11.69630337381358,0.7363284968332794,10.825517431231203
2025-06-27 23:00:00,11.697000762307017,0.736324195804005,10.825466199346579
2025-06-28 00:00:00,11.697696212240032,0.7363199067304145,10.825415109874578
2025-06-28 01:00:00,11.69838972900108,0.7363156295792834,10.825364162419113
2025-06-28 02:00:00,11.699081317963497,0.7363113643174847,10.82531335658515
2025-06-28 03:00:00,11.699770984485571,0.736307110911987,10.825262691978729
2025-06-28 04:00:00,11.700458733910638,0.7363028693298532,10.825212168206978
2025-06-28 05:00:00,11.701144571567152,0.7362986395382388,10.825161784878134
2025-06-28 06:00:00,11.701828502768784,0.7362944215043892,10.82511154160156
2025-06-28 07:00:00,11.702510532814493,0.7362902151956388,10.82506143798776
2025-06-28 08:00:00,11.703190666988606,0.7362860205794093,10.825011473648381
2025-06-28 09:00:00,11.703868910560882,0.7362818376232086,10.824961648196222
2025-06-28 10:00:00,11.704545268786568,0.73627766629463,10.824911961245231
2025-06-28 11:00:00,11.705219746906446,0.7362735065613515,10.824862412410493
2025-06-28 12:00:00,11.705892350146861,0.7362693583911363,10.824813001308222
2025-06-28 13:00:00,11.706563083719756,0.7362652217518328,10.824763727555743
2025-06-28 14:00:00,11.707231952822678,0.7362610966113755,10.824714590771476
2025-06-28 15:00:00,11.707898962638794,0.7362569829377854,10.824665590574911
2025-06-28 16:00:00,11.708564118336895,0.7362528806991713,10.824616726586594
2025-06-28 17:00:00,11.70922742507141,0.7362487898637305,10.824567998428101
2025-06-28 18:00:00,11.709888887982398,0.7362447103997506,10.824519405722029
2025-06-28 19:00:00,11.710548512195574,0.7362406422756087,10.824470948091975
2025-06-28 20:00:00,11.711206302822317,0.7362365854597737,10.82442262516253
2025-06-28 21:00:00,11.711862264959699,0.7362325399208052,10.824374436559276
